法人番号,法人名,都道府県,市区町村,番地,郵便番号
3140001016078,株式会社コマヤ,兵庫県,神戸市長田区,腕塚町５丁目５番１−１０３号,6530036
3140001016086,株式会社サンエス精工,兵庫県,神戸市長田区,東尻池町４丁目３番８号,6530022
3140001016094,株式会社サカイ・ベンデイング,兵庫県,神戸市長田区,梅ケ香町１丁目１８番１号,6530021
3140001016111,株式会社サザンクロス,兵庫県,神戸市長田区,細田町４丁目１番４号,6530835
3140001016128,株式会社サンナイト,兵庫県,神戸市長田区,細田町２丁目１番２５号,6530835
3140001016144,株式会社三洋製靴,兵庫県,神戸市長田区,本庄町７丁目５番１６号,6530053
3140001016152,株式会社サンワ,兵庫県,神戸市長田区,菅原通４丁目１番地の２０,6530015
3140001016160,株式会社三和住宅,兵庫県,神戸市長田区,二葉町５丁目１番１−１１３号,6530042
3140001016169,株式会社シンエー,兵庫県,神戸市長田区,四番町６丁目２番地の２,6530004
3140001016193,神港金属株式会社,兵庫県,神戸市長田区,東尻池町１丁目１１番４号,6530022
3140001016202,株式会社真建設,兵庫県,神戸市長田区,菅原通７丁目４番３号,6530015
3140001016210,株式会社新生屋食品店,兵庫県,神戸市長田区,二葉町３丁目８番１号,6530042
3140001016219,清南実業株式会社,兵庫県,神戸市長田区,宮川町２丁目２８番地の１,6530813
3140001016227,神明紙器印刷株式会社,兵庫県,神戸市長田区,真野町３番２号,6530025
3140001016268,株式会社順則塗装工業所,兵庫県,神戸市長田区,菅原通２丁目１５０番地,6530015
3140001016276,新和電設株式会社,兵庫県,神戸市長田区,重池町２丁目４番９号,6530802
3140001016292,株式会社スペース・ギャラリー・リミテッド,兵庫県,神戸市長田区,川西通１丁目６番４号,6530834
3140001016318,株式会社攝津鉄工所,兵庫県,神戸市長田区,菅原通１丁目５番地３,6530015
3140001016334,相互住宅管理株式会社,兵庫県,神戸市長田区,大谷町２丁目１３番４号,6530838
3140001016359,株式会社タイセイ,兵庫県,神戸市長田区,川西通５丁目１０３番地の１,6530834
3140001016400,大和株式会社,兵庫県,神戸市長田区,川西通３丁目７番１３号,6530834
3140001016409,たかた印刷工業株式会社,兵庫県,神戸市長田区,西尻池町３丁目１番７号,6530031
3140001016417,株式会社高見泰広,兵庫県,神戸市長田区,日吉町６丁目６番１９号,6530039
3140001016425,株式会社ダックス,兵庫県,神戸市長田区,浜添通３丁目１−２６,6530024
3140001016433,帯刀自動車工業株式会社,兵庫県,神戸市長田区,南駒栄町４番２０号,6530044
3140001016458,千鶴産業株式会社,兵庫県,神戸市長田区,御蔵通７丁目２２番,6530014
3140001016474,株式会社常峰工務店,兵庫県,神戸市長田区,腕塚町９丁目５番１１号,6530036
3140001016482,電電工業株式会社,兵庫県,神戸市長田区,本庄町３丁目６番７号,6530053
3140001016508,株式会社トーホービルサービス,兵庫県,神戸市長田区,神楽町３丁目７番２号,6530836
3140001016524,株式会社トツプビル,兵庫県,神戸市長田区,川西通５丁目５の３,6530834
3140001016532,ネッツトヨタウエスト兵庫株式会社,兵庫県,神戸市長田区,大道通５丁目１０１番地の２,6530833
3140001016581,ナカムラ商事株式会社,兵庫県,神戸市長田区,浜添通６丁目１番２号,6530024
3140001016598,西代アルミニユウム鋳造株式会社,兵庫県,神戸市長田区,松野通２丁目５番１９号,6530841
3140001016615,株式会社日進土木,兵庫県,神戸市長田区,東尻池町９丁目１番３４号,6530022
3140001016623,新田ゴム粉末工業株式会社,兵庫県,神戸市長田区,東尻池町４丁目３番１号,6530022
3140001016631,ニュー神戸建設サービス株式会社,兵庫県,神戸市長田区,若松町８丁目１番３３号,6530038
3140001016648,阪神興業株式会社,兵庫県,神戸市長田区,若松町６丁目１番１号,6530038
3140001016664,株式会社パディーフィールド,兵庫県,神戸市長田区,御蔵通７丁目１,6530014
3140001016672,ハニー化成株式会社,兵庫県,神戸市長田区,日吉町３丁目１番３３号,6530039
3140001016680,早川商事株式会社,兵庫県,神戸市長田区,神楽町２丁目３番１号,6530836
3140001016689,株式会社原田工務店,兵庫県,神戸市長田区,菅原通２丁目４４,6530015
3140001016706,株式会社光重量機工,兵庫県,神戸市長田区,川西通２丁目１０,6530834
3140001016722,株式会社＿瀬,兵庫県,神戸市長田区,御屋敷通１丁目２番４号,6530843
3140001016730,株式会社フアイブ・ワン,兵庫県,神戸市長田区,日吉町３丁目１番１号,6530039
3140001016747,株式会社福宝商事,兵庫県,神戸市長田区,六番町５丁目１５番地,6530002
3140001016755,株式会社フジケン,兵庫県,神戸市長田区,苅藻島町２丁目２番２２号,6530033
3140001016763,フジ樹脂興業株式会社,兵庫県,神戸市長田区,海運町５丁目１番３６号,6530052
3140001016771,藤原プラスチツクス機械株式会社,兵庫県,神戸市長田区,菅原通１丁目５番地の４,6530015
3140001016805,株式会社ぺぱあらんど,兵庫県,神戸市長田区,檜川町１丁目３番２号,6530887
3140001016821,ホンゴー工業株式会社,兵庫県,神戸市長田区,東尻池町９丁目１番１３号,6530022
3140001016838,株式会社前田工務店,兵庫県,神戸市長田区,東尻池町２丁目１０番５号,6530022
3140001016846,株式会社マキノ製作所,兵庫県,神戸市長田区,東尻池町４丁目１番３２号,6530022
3140001016854,松岡ゴムヨケ株式会社,兵庫県,神戸市長田区,東尻池町４丁目１０番１２号,6530022
3140001016870,丸石株式会社,兵庫県,神戸市長田区,本庄町８丁目６番５号,6530053
3140001016879,丸工株式会社,兵庫県,神戸市長田区,西尻池町１丁目３番７号,6530031
3140001016887,株式会社丸定パツキング工業所,兵庫県,神戸市長田区,松野通４丁目２番２７号,6530841
3140001016904,丸正建設株式会社,兵庫県,神戸市長田区,房王寺町７丁目２番７号,6530801
3140001016920,株式会社水井商事,兵庫県,神戸市長田区,苅藻通２丁目３番１０号,6530032
3140001016978,メーソン・セラミツクス株式会社,兵庫県,神戸市長田区,水笠通２丁目５番２３号,6530842
3140001016986,株式会社モガ,兵庫県,神戸市長田区,久保町１丁目２番１８号,6530041
3140001017010,株式会社山口鈑金,兵庫県,神戸市長田区,苅藻通４丁目２番３３−１０１号,6530032
3140001017019,株式会社山電情報センター,兵庫県,神戸市長田区,御屋敷通３丁目１番１号,6530843
3140001017027,株式会社山名商店,兵庫県,神戸市長田区,西尻池町３丁目１番１６号,6530031
3140001017043,株式会社ユウシン,兵庫県,神戸市長田区,五番町８丁目１番地,6530003
3140001017051,株式会社夢野台マンシヨン,兵庫県,神戸市長田区,房王寺町７丁目１３番１２号,6530801
3140001017076,株式会社和光製作所,兵庫県,神戸市長田区,苅藻島町１丁目１番６０号,6530033
3140001017092,株式会社リンク,兵庫県,神戸市長田区,戸崎通３丁目７番１３号,6530845
3140001017118,神戸塩業株式会社,兵庫県,神戸市長田区,野田町５丁目２番１２号,6530051
3140001017126,神戸環境クリエート株式会社,兵庫県,神戸市長田区,苅藻島町１丁目１番２８号,6530033
3140001017134,神戸総合開発株式会社,兵庫県,神戸市長田区,大橋町４丁目３番５号,6530037
3140001017142,神戸シトラス株式会社,兵庫県,神戸市長田区,大日丘町１丁目１２番２５号,6530872
3140001017150,株式会社神戸食材,兵庫県,神戸市長田区,駒ケ林町６丁目３番４号,6530043
3140001017159,神戸電槽株式会社,兵庫県,神戸市長田区,苅藻通７丁目３番２２号,6530032
3140001017175,株式会社星和総合研究所,兵庫県,神戸市長田区,浜添通４丁目１番２１号,6530024
3140001017209,株式会社兵庫商会,兵庫県,神戸市長田区,御蔵通５丁目５番地,6530014
3140001017373,カイチ産業株式会社,兵庫県,神戸市長田区,駒ケ林南町１番７７号,6530045
3140001017638,十合産業株式会社,兵庫県,神戸市長田区,菅原通７丁目４１番１号ゴールドウッズコウベシューズタウンセンタービル１０３号,6530015
3140001017704,株式会社チャレンジ,兵庫県,神戸市長田区,長楽町６丁目２番２９号チャレンジビル,6530054
3140001017902,株式会社平成観光,兵庫県,神戸市長田区,北町１丁目５４,6530016
3140001018066,株式会社リンズ,兵庫県,神戸市長田区,若松町１丁目４番８号,6530038
3140001018108,株式会社インタック,兵庫県,神戸市長田区,松野通３丁目６番５−１０１号,6530841
3140001018900,株式会社山田興産,兵庫県,神戸市長田区,松野通３丁目６番５−１０１号,6530841
3140001018990,兵庫県湾岸開発株式会社,兵庫県,神戸市長田区,浪松町５丁目１番１９号,6530055
3140001019584,株式会社エムキューブ,兵庫県,神戸市長田区,腕塚町９丁目１番１３号,6530036
3140001019972,株式会社日光建設,兵庫県,神戸市長田区,四番町７丁目１番地,6530004
3140001020162,株式会社西石川運送,兵庫県,神戸市長田区,苅藻島町２丁目１番１３号,6530033
3140001020542,神戸ヒーター株式会社,兵庫県,神戸市長田区,苅藻通７丁目３番１９号,6530032
3140001020625,株式会社アミティージョイ,兵庫県,神戸市長田区,大橋町５丁目３−１アスタプラザイースト１２６,6530037
3140001020765,株式会社エンクリプション・サイエンス,兵庫県,神戸市長田区,浜添通２丁目１番５号,6530024
3140001021177,株式会社アメリカン,兵庫県,神戸市長田区,若松町８丁目３番１３号,6530038
3140001021549,株式会社プレビュークオリティ,兵庫県,神戸市長田区,日吉町２丁目１番２−５０２号,6530039
3140001022415,株式会社アースエナジー,兵庫県,神戸市長田区,浜添通６丁目１番２号,6530024
3140001022885,神戸バイオメディクス株式会社,兵庫県,神戸市長田区,長者町１７番３号,6530866
3140001022927,株式会社ディスプレイパル,兵庫県,神戸市長田区,苅藻島町３丁目１−１,6530033
3140001023280,株式会社夢屋事務所,兵庫県,神戸市長田区,大谷町３丁目３番５号,6530838
3140001024163,株式会社ＭＭＳ,兵庫県,神戸市長田区,日吉町５丁目１番２８−５０３号,6530039
3140001024980,株式会社神戸アートフーズ,兵庫県,神戸市長田区,梅ケ香町２丁目１番８号,6530021
3140001025491,株式会社神戸シューズジェイフレンズ,兵庫県,神戸市長田区,若松町１丁目１番３号ポリマーセンター１階,6530038
3140001025582,苅藻商事株式会社,兵庫県,神戸市長田区,苅藻島町１丁目１−６８,6530033
3140001025723,株式会社多次興産,兵庫県,神戸市長田区,蓮宮通２丁目１番地の１,6530831
3140001025954,株式会社櫻田組,兵庫県,神戸市長田区,長楽町５丁目３番１号,6530054
3140001026011,株式会社ヒューマンメディア,兵庫県,神戸市長田区,西尻池町２丁目３番１２号,6530031
3140001026671,株式会社ケーコーポレーション,兵庫県,神戸市長田区,御蔵通２丁目１番地１,6530014
3140001026894,オリエンタル製靴株式会社,兵庫県,神戸市長田区,神楽町１丁目３番１号,6530836
3140001026936,株式会社オープンスカイ,兵庫県,神戸市長田区,久保町６丁目１番６−７０３号,6530041
3140001026977,株式会社ジェイ・ケイ商事,兵庫県,神戸市長田区,明泉寺町１丁目１番７号,6530884
3140001027100,株式会社グリーン,兵庫県,神戸市長田区,神楽町２丁目３番６号グリーンビル３Ｆ,6530836
3140001027273,株式会社グローバルコミュニケーション,兵庫県,神戸市長田区,日吉町６丁目５−３,6530039
3140001027414,株式会社カネダ,兵庫県,神戸市長田区,神楽町２丁目３番１号第２丸鹿ビル４０３,6530836
3140001027777,株式会社トゥギャザー,兵庫県,神戸市長田区,大橋町１丁目１番７号,6530037
3140001028148,上路建物株式会社,兵庫県,神戸市長田区,五位ノ池町１丁目５番２１号,6530851
3140001028271,株式会社ムーン．カンパニー,兵庫県,神戸市長田区,菅原通７丁目５２,6530015
3140001028437,株式会社エヌクオリティ,兵庫県,神戸市長田区,二番町４丁目４７番地,6530012
3140001028486,ロジ管理株式会社,兵庫県,神戸市長田区,若松町４丁目２番１５−１６０５号,6530038
3140001028783,以勒株式会社,兵庫県,神戸市長田区,長田天神町５丁目２−８−２Ｆ,6530882
3140001028825,株式会社中商事,兵庫県,神戸市長田区,東尻池町２丁目１０番２０号,6530022
3140001028866,株式会社シグマシステムズエンジニアリング,兵庫県,神戸市長田区,平和台町２丁目４番１５号,6530854
3140001028932,株式会社雷企画,兵庫県,神戸市長田区,久保町６丁目１番６−１３０７号,6530041
3140001029063,株式会社ニューコルク,兵庫県,神戸市長田区,五番町７丁目３番地の１ワコーレエスタシオン長田４０２号,6530003
3140001029369,株式会社ユウアイ,兵庫県,神戸市長田区,若松町３丁目３番２−６０９号,6530038
3140001029492,株式会社クリア・ジャパン,兵庫県,神戸市長田区,梅ケ香町２丁目９番１６号,6530021
3140001029716,株式会社三桃商事,兵庫県,神戸市長田区,菅原通７丁目３９番地の３,6530015
3140001030161,ミズタ商事株式会社,兵庫県,神戸市長田区,苅藻通５丁目６番１２号,6530032
3140001030186,株式会社アイ．ベックス,兵庫県,神戸市長田区,房王寺町３丁目９番５号,6530801
3140001030252,Ｙ＆Ｓ株式会社,兵庫県,神戸市長田区,水笠通４丁目１番１２号,6530842
3140001030277,日本低炭素開発株式会社,兵庫県,神戸市長田区,久保町５丁目１−１,6530041
3140001030970,株式会社常楽,兵庫県,神戸市長田区,南駒栄町１番地８５,6530044
3140001031028,株式会社グッドエム,兵庫県,神戸市長田区,日吉町３丁目１番１号,6530039
3140001031119,Ｋｏｂｅ　Ｓｔｙｌｅ株式会社,兵庫県,神戸市長田区,梅ケ香町２丁目１−８森本ビル４０５号,6530021
3140001031218,株式会社ナカケン,兵庫県,神戸市長田区,東尻池町２丁目１３−４,6530022
3140001032265,株式会社トラスト神戸,兵庫県,神戸市長田区,滝谷町１丁目６番６１２号,6530881
3140001032414,株式会社うらべ,兵庫県,神戸市長田区,上池田３丁目１８番１４号,6530827
3140001032703,株式会社勝川,兵庫県,神戸市長田区,細田町２丁目１番３３号,6530835
3140001032819,株式会社Ｃ−ｍｏｄｅ,兵庫県,神戸市長田区,久保町５丁目１番１号アスタくにづか３番館２階２１４,6530041
3140001033008,株式会社フォーカスジャパン,兵庫県,神戸市長田区,大道通４丁目１０２番地の１,6530833
3140001033230,株式会社ＢＳＭジャパン,兵庫県,神戸市長田区,駒ケ林町１丁目１２番１１号,6530043
3140001033305,株式会社靴兵衛,兵庫県,神戸市長田区,東尻池町２丁目１１番６号,6530022
3140001033395,櫻商工株式会社,兵庫県,神戸市長田区,五番町３丁目１０番３２−３０３号,6530003
3140001033593,岡一工業株式会社,兵庫県,神戸市長田区,本庄町３丁目４番１２号,6530053
3140001033924,株式会社有馬貴工製作所,兵庫県,神戸市長田区,苅藻通６丁目１番１０号,6530032
3140001034105,株式会社ホワイト,兵庫県,神戸市長田区,日吉町２丁目１−２アスタピア新長田公園通り１１１,6530039
3140001034344,株式会社Ｋ　ｏｆｆｉｃｅ,兵庫県,神戸市長田区,北町１丁目３４番地エトワール北町２０２号,6530016
3140001038015,株式会社イタリー,兵庫県,神戸市長田区,細田町１丁目４番３号,6530835
3140001038048,ＥＢＬ株式会社,兵庫県,神戸市長田区,御蔵通５丁目２１１番地１２,6530014
3140001042149,株式会社フォレスト,兵庫県,神戸市長田区,房王寺町４丁目６番９−４０２Ｈ号,6530801
3140001057106,株式会社佐藤商事,兵庫県,神戸市長田区,二葉町２丁目７番８号５０２,6530042
3140001057238,株式会社Ａ．Ｔ．Ｋ,兵庫県,神戸市長田区,御蔵通７丁目１６番１号,6530014
3140001067674,株式会社ｓａｋａｔａ,兵庫県,神戸市長田区,菅原通５丁目６１番２号,6530015
3140001067757,株式会社阪神興産,兵庫県,神戸市長田区,四番町４丁目２５−８,6530004
3140001086410,株式会社ＰＥＴＩＰＡ,兵庫県,神戸市長田区,片山町２丁目６番１６号,6530805
3140001087128,クラウンエンタープライゼズ株式会社,兵庫県,神戸市長田区,久保町３丁目１番３号,6530041
3140001087375,株式会社トキミ,兵庫県,神戸市長田区,東尻池町２丁目１２番１１号,6530022
3140001088233,株式会社ＧｏｏｄＬｏｃｋ,兵庫県,神戸市長田区,本庄町２丁目７番５号,6530053
3140001088497,株式会社ＫＯＳＡＫＩ,兵庫県,神戸市長田区,御屋敷通１丁目２−５,6530843
3140001088522,株式会社丸工商店,兵庫県,神戸市長田区,西尻池町１丁目３番７号,6530031
3140001089066,株式会社９３０ＲＵＳＨ,兵庫県,神戸市長田区,五位ノ池町３丁目９番１８−２号,6530851
3140001089223,株式会社ピース,兵庫県,神戸市長田区,御船通４丁目５−２,6530832
3140001090107,株式会社ひだか・光八,兵庫県,神戸市長田区,細田町１丁目３番１６号,6530835
3140001090478,株式会社大智設備,兵庫県,神戸市長田区,長田町３丁目２−１２ＢＬＤ、ＵＥＹＡＭＡ３Ｆ,6530812
3140001090503,株式会社フロンティア,兵庫県,神戸市長田区,神楽町４丁目２番１９号,6530836
3140001090932,株式会社神戸電光社,兵庫県,神戸市長田区,若松町１１丁目１番１２号ボシュケ鷹取１Ｆ西,6530038
3140001091162,株式会社キャラバン,兵庫県,神戸市長田区,苅藻通７丁目３番２２号,6530032
3140001091807,株式会社ハートビート,兵庫県,神戸市長田区,長楽町３丁目３−７,6530054
3140001092094,株式会社ＳＴＩ,兵庫県,神戸市長田区,片山町３丁目１１番２４号,6530805
3140001093448,ガーデンフィールド株式会社,兵庫県,神戸市長田区,長尾町２丁目１４−４,6530855
3140001094776,株式会社ＨＩＲＡＩ,兵庫県,神戸市長田区,細田町２丁目１番２５号,6530835
3140001095262,株式会社加藤裁断所,兵庫県,神戸市長田区,細田町１丁目４番９号,6530835
3140001095337,株式会社ケーテックス,兵庫県,神戸市長田区,高東町１丁目７番１６号,6530867
3140001095361,株式会社ハチツボ,兵庫県,神戸市長田区,浜添通６丁目１番２号,6530024
3140001095790,株式会社ルクライズ,兵庫県,神戸市長田区,細田町３丁目５番１５号１階,6530835
3140001095799,株式会社管財サービス,兵庫県,神戸市長田区,長者町１７番３号,6530866
3140001095865,株式会社サンデーモーニング,兵庫県,神戸市長田区,菅原通４丁目３８番地,6530015
3140001096673,きしだ株式会社,兵庫県,神戸市長田区,若松町４丁目２番１５−２２０５号,6530038
3140001097044,株式会社ｉｐｔ,兵庫県,神戸市長田区,若松町２丁目１番９号若松町ピアザビル２階,6530038
3140001097102,株式会社ＺＥＲＯＮＥ,兵庫県,神戸市長田区,御屋敷通３丁目１番３４−１１０４号,6530843
3140001097408,Ｄｍｅｔ　Ａｓｓｅｔ株式会社,兵庫県,神戸市長田区,御蔵通７丁目２９番地,6530014
3140001097721,平明株式会社,兵庫県,神戸市長田区,菅原通６丁目２番地,6530015
3140001098199,株式会社ランドガラス,兵庫県,神戸市長田区,久保町１丁目２−１５,6530041
3140001099156,株式会社クリエーション,兵庫県,神戸市長田区,池田上町８０番地の１,6530824
3140001099676,全日本自転車損害鑑定株式会社,兵庫県,神戸市長田区,西山町１丁目３番８号ヴィアノ西山町１１１号,6530862
3140001099742,株式会社ＪＩＮ,兵庫県,神戸市長田区,大塚町３丁目１−２５,6530811
3140001099924,株式会社ティ・アイ,兵庫県,神戸市長田区,池田広町４１番地の１,6530814
3140001099940,株式会社シスト,兵庫県,神戸市長田区,長楽町５丁目３番１号,6530054
3140001100105,ＳＬ不動産株式会社,兵庫県,神戸市長田区,駒ケ林町１丁目１７番２号,6530043
3140001101268,株式会社発達支援協会,兵庫県,神戸市長田区,若松町１１丁目６番７号,6530038
3140001102274,ヨシムラ機械株式会社,兵庫県,神戸市長田区,御蔵通５丁目２０２−１１,6530014
3140001102324,株式会社ａｉｒ,兵庫県,神戸市長田区,細田町２丁目１−２５−３Ｆ,6530835
3140001102753,株式会社プレゴ,兵庫県,神戸市長田区,東尻池町６丁目３番１６−６号,6530022
3140001102860,株式会社ＦＩＴ,兵庫県,神戸市長田区,六番町８丁目３番２号カサベラセントラルプラザ長田５０８号室,6530002
3140001102893,株式会社Ｌｉｖｅｎｅｒｓ,兵庫県,神戸市長田区,長田天神町６丁目５番５号,6530882
3140001103603,株式会社フルフィルライフ,兵庫県,神戸市長田区,駒ケ林町２丁目１０番９号,6530043
3140001103933,株式会社福岡商事,兵庫県,神戸市長田区,東尻池町３丁目４番２４号,6530022
3140001104733,株式会社ＹＵＳＥＩ,兵庫県,神戸市長田区,松野通１丁目８番２号２Ｆ,6530841
3140001105822,Ｋ’ｓＣＲＡＦＴ株式会社,兵庫県,神戸市長田区,駒ケ林南町１番７９号,6530045
3140001105995,株式会社チョイスパートナーズ,兵庫県,神戸市長田区,池田広町九丁目５番地広町マンション３０３号,6530814
3140001106465,株式会社光栄,兵庫県,神戸市長田区,三番町１丁目２番地の３,6530011
3140001107629,株式会社たかとり工務店,兵庫県,神戸市長田区,海運町３丁目１番８号,6530052
3140001107827,ＷＭアートワークス株式会社,兵庫県,神戸市長田区,宮丘町１丁目８番１４号,6530863
3140001108263,神工興産株式会社,兵庫県,神戸市長田区,御蔵通１丁目１０８,6530014
3140001108321,Ｔ−ボウズ株式会社,兵庫県,神戸市長田区,若松町４丁目２番９−１０４号,6530038
3140001108362,株式会社東商店,兵庫県,神戸市長田区,東尻池町６丁目３番３０号,6530022
3140001108809,株式会社パルコーポレーション,兵庫県,神戸市長田区,庄田町４丁目６番４号,6530035
3140001109848,株式会社利共,兵庫県,神戸市長田区,五番町１丁目６番９号,6530003
3140001110252,株式会社ブライトパス,兵庫県,神戸市長田区,細田町２丁目１番２５号,6530835
3140001110368,株式会社金谷ＳアンドＫ,兵庫県,神戸市長田区,丸山町２丁目１番２号,6530875
3140001111762,Ｗｏｒｌｄ　Ｉｍｐｏｒｔ株式会社,兵庫県,神戸市長田区,四番町３丁目４番地の３２,6530004
3140001112042,株式会社山内電設,兵庫県,神戸市長田区,大日丘町２丁目８−１９,6530872
3140001112620,株式会社ＴＰＨ,兵庫県,神戸市長田区,花山町２丁目１１番２３号,6530876
3140001113783,株式会社アンソン,兵庫県,神戸市長田区,御船通３丁目４番地の２,6530832
3140001113908,株式会社丸栄木材,兵庫県,神戸市長田区,苅藻島町３丁目６７−５,6530033
3140001114063,株式会社アースレイン,兵庫県,神戸市長田区,西山町４丁目１６番１号,6530862
3140001114286,株式会社ＫＥＩＳＵＫＥ,兵庫県,神戸市長田区,細田町１丁目４−１３,6530835
3140001114690,株式会社エグボマネジメントサービス,兵庫県,神戸市長田区,松野通１丁目８−２田中マンション２０４号,6530841
3140001114947,株式会社ハニー・ビィー,兵庫県,神戸市長田区,菅原通７丁目１７８ＫＯＵＳＨＩＮビル３０１,6530015
3140001115045,株式会社マスターピース,兵庫県,神戸市長田区,海運町８丁目１番４号,6530052
3140001116365,株式会社Ａｖｕｒｉｏ＆Ａｍｏｒｉｎｏ,兵庫県,神戸市長田区,駒ケ林町２丁目１番２号,6530043
3140001116654,株式会社宝徳,兵庫県,神戸市長田区,二葉町７丁目１番８号,6530042
3140001118460,株式会社アリクセル,兵庫県,神戸市長田区,菅原通６丁目１５番地の４,6530015
3140001118898,株式会社ＶＩＪＡｇａｔｅ,兵庫県,神戸市長田区,大橋町１０丁目２−６,6530037
3140001119277,株式会社ラオム企画,兵庫県,神戸市長田区,浜添通１丁目４番１３号,6530024
3140001119459,美品株式会社,兵庫県,神戸市長田区,御蔵通４丁目２０４番地の１２,6530014
3140001119995,株式会社コマドリ,兵庫県,神戸市長田区,宮川町９丁目２−１２,6530813
3140001120202,株式会社キズナ,兵庫県,神戸市長田区,浜添通２丁目１番地の９,6530024
3140001120458,株式会社三原地銅商店,兵庫県,神戸市長田区,北町２丁目２９番地の１,6530016
3140001120912,株式会社ＭＳＰ,兵庫県,神戸市長田区,神楽町１丁目２−３,6530836
3140001120920,合創株式会社,兵庫県,神戸市長田区,長楽町６丁目２番２８号,6530054
3140001121027,株式会社グローウイングス,兵庫県,神戸市長田区,御蔵通２丁目１３番地の１ウイング神戸１２０７,6530014
3140001121786,株式会社Ｖｉ　Ｔｅｃｈ,兵庫県,神戸市長田区,駒ヶ林南町１番８１号,6530045
3140001122388,株式会社Ｐｌｕｓ　Ｌｉｆｅ,兵庫県,神戸市長田区,庄山町３丁目２番１２号,6530853
3140001122792,株式会社国際不動産,兵庫県,神戸市長田区,松野通２丁目２番２０号,6530841
3140001124203,モノサポ株式会社,兵庫県,神戸市長田区,菅原通６丁目７番地の１,6530015
3140001124252,株式会社藤井,兵庫県,神戸市長田区,神楽町４丁目５番１２号,6530836
3140001124640,株式会社和製堂,兵庫県,神戸市長田区,菅原通６丁目１５番地の４,6530015
3140001125481,松本管工株式会社,兵庫県,神戸市長田区,西尻池町１丁目３番２３号,6530031
3140001126257,奥原電気株式会社,兵庫県,神戸市長田区,梅ケ香町１丁目１７番２２号,6530021
3140001126546,株式会社ＡＳＭ,兵庫県,神戸市長田区,苅藻通７丁目４番１号,6530032
3140001126570,株式会社ケージーワイ,兵庫県,神戸市長田区,梅ケ香町２丁目１番２８号,6530021
3140001126950,株式会社ＮＥＭＵＩ,兵庫県,神戸市長田区,久保町６丁目１番１号アスタくにづか４番館東棟２階２０２区画６号室,6530041
3140001127767,ＬＭＱ株式会社,兵庫県,神戸市長田区,西尻池町１丁目２番地２３号５階,6530031
3140001127841,株式会社ＭＴＣ,兵庫県,神戸市長田区,菅原通２丁目１０８番地,6530015
3140001128179,株式会社ジェティー,兵庫県,神戸市長田区,高取山町１丁目１７番１０号,6530856
3140001128484,株式会社スフィーダ,兵庫県,神戸市長田区,長楽町６丁目２番２９号チャレンジビル３階,6530054
3140001128567,日本観光旅行不動産株式会社,兵庫県,神戸市長田区,長田町１丁目３−１−８０５,6530812
3140001128716,株式会社ＫＹＯＴＥＣ,兵庫県,神戸市長田区,大橋町８丁目５番１５号,6530037
3140001128848,株式会社ジーエィピー,兵庫県,神戸市長田区,海運町７丁目６番１０号,6530052
3140001129680,株式会社上高興業,兵庫県,神戸市長田区,二番町２丁目２番地の３６香山ビル３０１,6530012
3140001129730,株式会社円将組,兵庫県,神戸市長田区,鶯町１丁目６番１３号,6530871
3140001129813,株式会社シャトレブラン,兵庫県,神戸市長田区,庄田町３丁目４番８号庄田町文化８号室,6530035
3140001130283,株式会社Ａｒｃｏ　Ｉｒｉｓ,兵庫県,神戸市長田区,二番町１丁目１０,6530012
3140001130969,株式会社ペンタス,兵庫県,神戸市長田区,二葉町３丁目４番１−２０１号,6530042
3140001131463,株式会社クリプテート,兵庫県,神戸市長田区,前原町１丁目４番２３−１号,6530803
3140001131884,株式会社シロモト,兵庫県,神戸市長田区,野田町８丁目２番２号,6530051
3140001132065,株式会社ヤシマ,兵庫県,神戸市長田区,長尾町１丁目７−９,6530855
3140001132255,株式会社おん義,兵庫県,神戸市長田区,御屋敷通５丁目３−４金城ビル１０２,6530843
3140001133600,神戸健康科学株式会社,兵庫県,神戸市長田区,大谷町３丁目１番１２号−３,6530838
3140001134326,株式会社ＺＥＲＯ　ＷＯＲＫＳ,兵庫県,神戸市長田区,東尻池町４丁目１１番８号,6530022
3140001135142,株式会社ジンコーポレーション,兵庫県,神戸市長田区,川西通４丁目１０９番地の１７,6530834
3140001135340,株式会社ＮＡＧＡＮＯ　ＡＳＳＥＴ　ＭＡＮＡＧＥＭＥＮＴ,兵庫県,神戸市長田区,苅藻通５丁目３番９号,6530032
3140001135448,株式会社ＥＸＣＩＡ,兵庫県,神戸市長田区,大橋町４丁目３番５号サンシャイン新長田２Ｆ,6530037
3140001135514,ＫＯＨＡ株式会社,兵庫県,神戸市長田区,苅藻通４丁目４番１０号,6530032
3140001136140,株式会社ＨＩ‐ＲＯＮ,兵庫県,神戸市長田区,東尻池町７丁目１番１号君影ビル３０１,6530022
3140001136198,株式会社エフォール,兵庫県,神戸市長田区,神楽町４丁目５番５号,6530836
3140001136215,株式会社ロップ,兵庫県,神戸市長田区,林山町１番地の６７,6530861
3140001136470,三洋株式会社,兵庫県,神戸市長田区,本庄町７丁目５番１６号,6530053
3140001136660,株式会社ＨＵＸ　ＣＯＭＰＡＮＹ,兵庫県,神戸市長田区,若松町１丁目２番１１号,6530038
3140001136883,株式会社ロック・アセット・マネジメント,兵庫県,神戸市長田区,長楽町６丁目２番２９号チャレンジビル,6530054
3140001137213,株式会社つぼみ,兵庫県,神戸市長田区,若松町１１丁目６番１号,6530038
